4.152563 ,-247.948931 ,972.901302
8.979027 ,-252.468776 ,967.760178
4.270847 ,-271.452378 ,901.948070
37.694206 ,-269.764697 ,997.579857
-20.137509 ,-248.260036 ,973.054655
-63.923619 ,-262.632125 ,952.954779
-102.598432 ,-235.637497 ,983.862866
-161.269690 ,-272.777070 ,963.525492
-184.627327 ,-209.993679 ,954.512368
-242.142659 ,-138.020389 ,991.246707
-242.052406 ,-147.514030 ,955.803041
-309.442398 ,-103.223481 ,956.891449
-313.552881 ,-44.443763 ,967.867947
-341.645849 ,18.013801 ,938.707286
-336.383838 ,45.107106 ,934.027475
-301.539073 ,99.538919 ,919.469947
-300.697770 ,167.479089 ,935.592130
-266.877453 ,159.014111 ,945.334735
-256.507664 ,208.882262 ,951.042865
-182.894314 ,245.417677 ,910.753607
-187.065259 ,308.977167 ,941.974213
-109.557881 ,277.898240 ,905.710308
-89.316070 ,341.505228 ,916.599354
-70.101347 ,328.271521 ,921.323518
18.029103 ,388.365242 ,941.806377
66.669709 ,384.207680 ,921.255561
80.593510 ,353.242506 ,956.014098
143.281480 ,322.504130 ,960.198619
186.879168 ,314.031791 ,959.790779
215.995704 ,309.823051 ,954.496301
258.566305 ,224.510016 ,947.923579
278.248127 ,247.471525 ,958.219509
296.963323 ,188.812568 ,942.106447
320.845880 ,143.500717 ,905.982214
334.925674 ,126.149937 ,945.983008
368.151813 ,58.513510 ,919.557028
347.977502 ,27.310495 ,969.663914
351.712900 ,-67.862146 ,937.981995
331.628841 ,-108.558803 ,952.645216
291.895391 ,-162.986935 ,972.277966
257.137360 ,-245.504261 ,910.771808
202.956069 ,-281.790792 ,950.938384
197.601166 ,-313.334360 ,960.596845
120.369824 ,-282.848549 ,951.459785
76.459272 ,-306.252967 ,931.228105
8.600423 ,-307.453570 ,906.434736
-41.099699 ,-389.366737 ,905.555210
-103.752599 ,-335.454424 ,947.101164
-113.905055 ,-371.839984 ,936.546187
-114.441411 ,-449.735108 ,849.668477
-105.536014 ,-517.616738 ,828.440402
-77.606955 ,-635.520408 ,760.963758
-92.556963 ,-676.747961 ,730.195344
-151.759299 ,-763.894851 ,683.910292
-117.729565 ,-800.708949 ,597.411004
-224.174733 ,-793.704501 ,547.772046
-311.283375 ,-804.845335 ,472.524039
-286.995062 ,-813.830166 ,452.060675
-311.477955 ,-860.225540 ,380.931287
-316.650593 ,-901.460454 ,340.012428
-413.073026 ,-894.990582 ,239.866611
-354.658568 ,-917.747377 ,168.545331
-446.411409 ,-934.059713 ,47.861128
-421.137237 ,-921.913563 ,-83.252864
-430.234575 ,-895.468233 ,-123.152525
-482.033993 ,-829.925942 ,-237.851308
-448.433648 ,-865.817415 ,-253.726873
-432.964878 ,-839.654097 ,-339.180852
-455.677551 ,-773.606676 ,-443.974557
-319.192208 ,-768.205048 ,-510.346605
-216.218716 ,-745.701524 ,-616.596765
-225.441376 ,-732.936491 ,-666.783235
-108.140086 ,-714.367058 ,-742.923998
-107.240081 ,-660.502595 ,-767.355935
-97.524052 ,-660.378153 ,-767.417276
-27.963363 ,-583.786696 ,-847.439161
92.314475 ,-616.910645 ,-737.753005
102.399432 ,-612.929057 ,-788.193962
170.508044 ,-589.015829 ,-752.981980
242.511564 ,-628.068974 ,-703.589640
300.496632 ,-649.903144 ,-704.287197
353.938309 ,-630.626841 ,-664.004553
412.047819 ,-643.428682 ,-664.570307
329.895362 ,-622.169225 ,-683.897603
392.803304 ,-625.481105 ,-654.094913
461.748821 ,-556.867546 ,-653.535775
516.147446 ,-507.098425 ,-698.549197
569.310448 ,-501.172909 ,-643.330604
608.674971 ,-450.601923 ,-612.583740
749.529357 ,-434.787708 ,-577.963622
812.138510 ,-395.608859 ,-406.320369
905.098062 ,-326.091079 ,-360.513619
932.766920 ,-359.738209 ,-199.799204
912.783670 ,-354.152892 ,-98.719586
906.103771 ,-415.398456 ,56.769561
935.903858 ,-374.577357 ,42.044999
910.499086 ,-428.291612 ,101.942150
856.295041 ,-422.680529 ,238.548324
792.403878 ,-426.555726 ,349.861278
668.321001 ,-557.300666 ,484.919786
501.813839 ,-640.245824 ,520.088217
252.294561 ,-704.734242 ,667.021794
174.539178 ,-687.072004 ,713.177097
175.638162 ,-554.587497 ,831.112939
79.097445 ,-524.614178 ,801.920355
25.165037 ,-542.836052 ,842.350538
20.774120 ,-506.703056 ,847.952975
-37.580755 ,-493.374001 ,888.875142
-103.634315 ,-358.957871 ,876.147931
-119.013713 ,-399.262798 ,916.003240
-105.223150 ,-485.739981 ,849.079921
-76.917246 ,-557.954793 ,822.618710
39.203604 ,-615.896545 ,765.535822
101.633014 ,-715.827225 ,657.751678
105.736459 ,-811.790688 ,565.535138
139.545341 ,-880.679249 ,443.262676
207.699460 ,-940.561248 ,285.595461
174.263786 ,-1007.320481 ,47.793602
145.423286 ,-1003.704857 ,7.687114
166.096245 ,-931.724559 ,-31.737553
113.480916 ,-962.076148 ,-228.533102
95.897895 ,-919.799462 ,-429.533468
77.860092 ,-848.646441 ,-493.935527
60.935230 ,-733.386206 ,-638.391396
-15.492518 ,-672.078067 ,-707.601763
34.389869 ,-599.856247 ,-757.299557
-7.877545 ,-533.794103 ,-841.792372
-93.210689 ,-404.604334 ,-889.774663
-96.361584 ,-301.387893 ,-933.629216
-158.274870 ,-230.465351 ,-972.532481
-209.133057 ,-55.348884 ,-994.847691
-296.133852 ,16.976000 ,-902.439259
-415.658000 ,141.477665 ,-930.094552
-429.295210 ,227.625338 ,-888.393991
-422.846602 ,363.765605 ,-841.046642
-441.556520 ,450.312370 ,-764.003550
-543.132239 ,517.802623 ,-681.658111
-577.224194 ,550.100557 ,-595.224725
-719.151173 ,541.240875 ,-443.130530
-689.842696 ,578.468435 ,-387.297271
-738.255412 ,651.884204 ,-249.733240
-704.056491 ,698.404019 ,-178.665193
-660.112629 ,735.686439 ,-133.013049
-660.077560 ,758.860377 ,-87.282575
-714.746064 ,742.220148 ,74.216849
-753.952834 ,714.559492 ,69.022251
-696.024709 ,716.096966 ,129.188824
-708.459109 ,619.516590 ,349.760598
-652.231066 ,554.959145 ,535.052435
-581.060051 ,494.445509 ,669.872644
-514.844341 ,406.179550 ,758.927148
-381.639997 ,260.535862 ,882.007401
-378.798447 ,144.034535 ,945.842455
-379.606441 ,89.972367 ,955.140736
-322.182241 ,22.844751 ,943.695057
-241.927964 ,-138.481702 ,955.934845
-223.461651 ,-215.205316 ,939.558176
-156.103210 ,-264.077932 ,933.359315
-120.135450 ,-489.849692 ,894.506997
-174.074015 ,-540.607341 ,863.852144
-178.939947 ,-582.501274 ,772.487768
-169.541181 ,-637.493429 ,701.011881
-140.899659 ,-719.729097 ,598.750591
-151.148525 ,-779.156791 ,552.554243
-147.220306 ,-828.245163 ,592.155066
-209.910036 ,-806.802724 ,567.660535
-224.534102 ,-909.178780 ,349.386985
-355.290337 ,-851.291887 ,416.650988
-383.972206 ,-820.117965 ,412.251773
-340.600648 ,-888.552575 ,315.140728
-316.462170 ,-878.616025 ,360.520144
-354.768936 ,-852.412218 ,330.893610
-291.880346 ,-957.979394 ,137.286185
-175.081223 ,-998.779115 ,9.843181
-217.848163 ,-978.142220 ,-95.486859
-187.684427 ,-961.351783 ,-221.521067
-133.602184 ,-962.051291 ,-327.794030
-116.986284 ,-873.254789 ,-457.726348
-96.102149 ,-820.327676 ,-573.082897
-65.995355 ,-780.165595 ,-638.252977
-127.626447 ,-677.300394 ,-651.472171
-96.654717 ,-606.447789 ,-786.804661
-31.856512 ,-511.524386 ,-841.309509
11.551874 ,-547.489122 ,-872.380070
22.511443 ,-461.689362 ,-881.278380
24.559458 ,-340.543748 ,-940.033650
36.293710 ,-214.559822 ,-983.650705
67.991098 ,-38.319696 ,-1001.442765
113.863811 ,138.963817 ,-953.747664
96.578817 ,296.846586 ,-946.273866
107.512994 ,410.600055 ,-889.197593
70.364794 ,559.860630 ,-831.287399
46.613717 ,651.388553 ,-713.791320
33.065880 ,723.394617 ,-717.689431
42.696934 ,760.900508 ,-621.377075
67.411235 ,895.145960 ,-392.614450
19.177265 ,940.278510 ,-346.247760
28.009123 ,970.201913 ,-139.087072
26.631582 ,987.111399 ,118.382769
30.259251 ,971.217822 ,279.514144
29.637042 ,926.056178 ,278.855126
105.917593 ,897.613325 ,444.373288
95.274407 ,862.282194 ,514.531138
104.185082 ,822.288372 ,554.233093
146.236041 ,747.391604 ,653.727760
136.116016 ,720.236078 ,658.438242
125.996870 ,697.728520 ,673.303729
174.952099 ,734.743652 ,693.702443
175.409520 ,719.811221 ,587.569153
282.661802 ,762.220972 ,617.754825
189.617275 ,730.084642 ,668.321771
221.022793 ,823.254461 ,513.140584
115.602072 ,893.155701 ,439.201493
85.587290 ,852.795914 ,489.237917
31.315745 ,826.003025 ,564.848158
-47.958334 ,763.231029 ,675.396400
-25.342071 ,674.141474 ,744.548734
-62.701068 ,467.016798 ,822.444771
-27.619238 ,261.748063 ,970.504471
-14.786503 ,140.130094 ,978.722213
16.980521 ,-17.368306 ,986.290058
-3.540844 ,-98.974049 ,980.181956
37.847559 ,-270.094206 ,972.357098
-5.412751 ,-262.346786 ,917.274870
-21.133924 ,-325.166633 ,961.845221
-21.041913 ,-325.364338 ,946.711566
-64.671151 ,-321.474065 ,942.008952
-102.475750 ,-235.901104 ,963.684659
-223.987451 ,-237.324825 ,974.540529
-276.743818 ,-202.275353 ,945.137811
-247.282867 ,-170.025269 ,965.593306
-296.425639 ,-225.236862 ,934.841881
-320.314353 ,-212.460787 ,899.881078
-364.944405 ,-308.716950 ,833.194004
-369.398423 ,-281.748087 ,828.575534
-380.386903 ,-358.186009 ,862.828406
-409.724292 ,-386.051732 ,832.349708
-443.605951 ,-377.454950 ,832.696207
-472.382471 ,-360.027226 ,812.965631
-569.920483 ,-411.608472 ,762.408608
-574.661093 ,-439.822108 ,681.331041
-675.530506 ,-369.199629 ,657.806795
-753.581277 ,-453.199570 ,525.952950
-834.660262 ,-434.246677 ,330.066345
-871.860244 ,-396.471432 ,149.300966
-890.627224 ,-449.297804 ,-73.261545
-835.836917 ,-437.569150 ,-265.094180
-775.413033 ,-380.946141 ,-481.521226
-750.258024 ,-349.944511 ,-551.836990
-671.451922 ,-328.015700 ,-678.112003
-601.952574 ,-251.292438 ,-748.044785
-432.864182 ,-363.336848 ,-851.656837
-339.598802 ,-299.126054 ,-866.450609
-301.173753 ,-348.833308 ,-907.777308
-261.966982 ,-321.172653 ,-902.582710
-242.316711 ,-302.793210 ,-897.397234
-86.336210 ,-287.978565 ,-953.671058
-28.040037 ,-287.231913 ,-954.039106
55.106197 ,-245.528677 ,-953.967391
133.145533 ,-221.952320 ,-954.128612
176.685398 ,-211.700984 ,-903.827328
263.657282 ,-274.664030 ,-970.881197
437.219045 ,-311.422007 ,-846.464666
519.625664 ,-286.729000 ,-765.943731
693.870099 ,-283.105105 ,-661.112290
853.385378 ,-288.634301 ,-551.276088
912.067192 ,-195.719111 ,-409.078653
959.791197 ,-179.307746 ,-237.672897
982.414497 ,-231.213558 ,-87.280522
932.729329 ,-234.111270 ,84.475039
921.625204 ,-273.101841 ,220.146159
881.344960 ,-298.455933 ,391.510870
793.415248 ,-270.633673 ,533.705800
685.619691 ,-265.377512 ,695.872110
534.410470 ,-252.044423 ,828.178950
412.154756 ,-293.718212 ,868.709013
299.924416 ,-321.982673 ,889.197234
250.721182 ,-372.414494 ,878.689917
207.560801 ,-323.033068 ,899.869080
111.586230 ,-219.878495 ,942.354649
160.297854 ,-173.040212 ,1023.419787
89.011194 ,-75.079225 ,990.017826
56.899755 ,45.960351 ,956.700008
73.589312 ,199.696600 ,958.848658
47.145639 ,384.156502 ,936.511899
79.271537 ,554.826034 ,837.941111
42.392336 ,666.309748 ,769.210299
18.938288 ,706.051005 ,724.555804
10.642786 ,754.022727 ,604.272825
21.290371 ,812.593697 ,584.890001
21.538375 ,826.010387 ,574.998603
-108.640395 ,854.757337 ,485.486094
-161.773606 ,844.117952 ,415.067944
-223.997997 ,892.459671 ,375.835169
-232.662427 ,936.574247 ,305.931805
-251.509103 ,949.017132 ,240.673022
-241.519677 ,934.604554 ,164.745700
-304.274266 ,937.586925 ,109.720252
-268.629425 ,1004.249194 ,-5.530604
-230.015953 ,977.386369 ,-26.349587
-191.094015 ,959.160461 ,-77.304076
-137.038045 ,981.766695 ,-127.757461
-112.811954 ,968.265700 ,-148.286726
13.582275 ,937.149965 ,-235.302855
43.106327 ,978.564181 ,-204.626452
83.018523 ,1004.709094 ,-315.456543
154.618046 ,938.624865 ,-261.415062
222.319143 ,916.915137 ,-262.173961
260.908102 ,922.653989 ,-206.863356
286.125331 ,958.171783 ,-277.113218
318.707387 ,891.919295 ,-197.603613
395.724914 ,866.542765 ,-142.999686
444.303299 ,857.869039 ,-163.616403
532.270719 ,867.164622 ,-229.615843
531.885077 ,774.996084 ,-372.181327
536.393399 ,710.711674 ,-458.892002
492.603770 ,677.747713 ,-519.611898
376.690578 ,698.044409 ,-579.080914
376.405745 ,652.157846 ,-635.230000
347.595915 ,655.707567 ,-680.381039
260.616994 ,681.486870 ,-694.567212
162.735447 ,598.094769 ,-760.719203
94.248230 ,519.196747 ,-857.256627
59.742602 ,473.335949 ,-877.879157
26.704006 ,559.168837 ,-841.100466
-61.584196 ,476.164785 ,-887.135592
-111.036313 ,407.668307 ,-897.906516
-184.688250 ,329.367082 ,-943.967753
-199.634740 ,306.731402 ,-934.116146
-264.132396 ,178.613204 ,-1001.141851
-330.486127 ,-29.214306 ,-948.284548
-302.736693 ,-123.482725 ,-934.718856
-230.769121 ,-190.357777 ,-941.211995
-217.065292 ,-248.749446 ,-932.071627
-203.672568 ,-329.721937 ,-923.260769
-252.034499 ,-312.213587 ,-917.645903
-190.369217 ,-396.552818 ,-868.851240
-250.216517 ,-486.963738 ,-819.355712
-266.961257 ,-608.032407 ,-740.330223
-278.225774 ,-683.877213 ,-660.676386
-226.707669 ,-776.714196 ,-561.506668
-188.804021 ,-825.301119 ,-517.075988
-218.880144 ,-865.529102 ,-456.950461
-249.231424 ,-900.516000 ,-341.268963
-260.393372 ,-920.782895 ,-154.888719
-290.992656 ,-969.186483 ,-29.315823
-228.819050 ,-961.620783 ,141.866117
-185.734847 ,-927.141080 ,318.610702
-132.381663 ,-889.075200 ,414.647021
-107.708589 ,-810.539462 ,526.594136
-107.634052 ,-740.951746 ,668.830110
-40.086309 ,-762.331964 ,693.293970
-43.539513 ,-635.216665 ,750.659960
-28.343259 ,-589.868359 ,751.226967
6.479631 ,-488.890964 ,843.264043
-27.182055 ,-452.867687 ,869.228710
-100.203865 ,-444.175557 ,915.221539
-90.587765 ,-485.685121 ,838.898806
-79.995364 ,-394.446571 ,900.690121
-54.923571 ,-316.767557 ,947.058064
