 160, 18, 104
150,20,99
159,14,105
155,20,101
156,17,98
152,14,98
155,8,104
154,14,103
152,17,100
150,3,101
156,12,98
154,9,103
159,9,98
147,0,105
141,1,97
142,-17,103
143,-8,99
136,-8,104
131,-13,104
123,-4,96
127,-11,99
122,-8,97
115,-11,97
106,-17,93
106,-12,91
96,-8,97
93,-8,101
99,-7,93
90,-9,105
92,-4,91
95,7,93
102,12,100
103,11,92
96,23,101
92,29,103
95,32,103
95,34,100
97,34,103
96,38,101
104,34,100
98,53,104
102,54,103
104,46,103
106,54,105
109,61,100
108,58,92
109,59,98
110,58,101
128,61,103
127,62,97
135,59,96
124,62,97
141,65,104
140,64,105
144,61,96
153,55,97
157,50,94
163,46,98
162,40,99
168,34,98
168,32,96
176,25,78
180,19,86
187,12,93
194,14,91
194,4,100
198,-1,85
207,3,80
182,-7,91
185,-4,86
188,3,87
190,9,91
168,9,96
150,-8,94
152,9,100
134,-1,104
118,9,105
114,17,103
81,13,101
62,16,97
51,13,92
40,7,93
11,22,82
8,20,73
-3,25,71
-3,30,71
-1,16,71
-11,12,65
-16,27,51
-39,23,41
-53,20,31
-58,20,12
-64,19,0
-74,30,-22
-87,27,-46
-91,28,-76
-96,33,-99
-96,30,-125
-91,38,-139
-87,37,-168
-72,30,-207
-68,41,-215
-49,41,-234
-38,37,-257
4,17,-278
29,1,-296
65,3,-303
51,6,-308
70,25,-303
105,8,-310
136,1,-303
153,3,-296
173,-7,-307
175,-7,-290
209,-12,-276
213,-17,-271
244,-22,-269
247,-17,-264
250,-23,-268
264,-28,-249
283,-35,-242
299,-37,-229
295,-35,-221
293,-40,-233
299,-39,-208
308,-44,-217
304,-22,-236
302,-20,-230
300,-11,-240
312,-20,-219
318,-12,-232
320,-9,-217
319,-16,-198
339,0,-175
339,-12,-173
345,-6,-148
346,-9,-133
334,-32,-100
343,-16,-66
344,-9,-42
313,0,-9
302,-16,15
280,-17,30
261,-17,53
243,-3,66
224,-8,85
210,-8,92
185,-7,100
172,-33,111
179,-38,94
172,-62,87
160,-85,80
175,-101,60
184,-107,57
175,-138,51
166,-140,44
166,-148,14
176,-161,-8
182,-167,-28
173,-170,-49
176,-183,-64
181,-186,-94
174,-186,-118
173,-185,-138
166,-167,-159
180,-165,-171
182,-160,-182
176,-156,-193
171,-140,-217
187,-135,-213
188,-134,-233
185,-111,-236
188,-114,-251
193,-104,-244
212,-107,-249
222,-90,-237
224,-90,-242
210,-119,-230
204,-118,-227
206,-123,-217
200,-117,-237
191,-119,-244
205,-99,-247
203,-80,-261
201,-66,-278
191,-50,-298
193,-30,-305
214,-6,-317
232,22,-307
230,41,-307
226,75,-308
224,97,-310
225,123,-300
228,145,-307
225,170,-283
233,201,-268
223,214,-250
219,238,-228
223,244,-222
218,261,-210
224,262,-172
230,269,-135
222,265,-101
222,270,-78
224,265,-62
220,251,-35
225,232,-11
225,212,21
220,204,35
214,176,45
191,151,50
169,134,71
187,116,89
166,81,91
162,55,104
171,37,89
179,38,99
166,12,96
160,23,104
159,24,103
160,30,108
150,40,101
166,44,107
180,44,86
181,48,97
176,48,92
174,62,94
179,72,92
167,62,92
174,62,94
182,59,89
175,56,98
146,90,92
147,83,107
149,88,98
144,86,93
133,83,96
119,85,94
129,87,97
116,91,98
102,79,93
110,82,106
99,79,93
106,76,96
103,85,94
111,71,98
111,66,100
111,66,96
109,64,98
114,37,100
99,44,103
103,25,104
119,30,101
116,22,100
108,8,94
114,4,100
105,3,101
95,-9,98
97,-17,91
100,-29,93
96,-16,94
97,-19,100
103,-33,94
105,-13,83
105,-25,94
119,-23,97
118,-19,100
125,-27,89
127,-16,90
125,-24,89
138,-23,87
130,-27,89
146,-11,90
146,-8,97
157,-6,92
162,1,92
149,-4,91
143,6,97
148,16,99
159,32,103
161,19,96
156,24,107
154,22,91
156,32,103
161,34,93
163,46,98
155,53,101
171,56,91
149,74,103
148,67,94
146,67,90
147,66,96
144,71,89
141,75,99
136,80,101
138,82,97
136,80,99
131,85,92
128,81,93
133,81,98
